,name,country,region,rating,rating_count,price,value_for_money,price_category
1428,Denavolo Rivergaro Catavela Bianco 2024,Italy,Emilia-Romagna,4.0,3638,30,0.13,Budget
1430,Cappellano Otin Fiorin Barolo 2020,Italy,Barolo,4.4,3637,343,0.01,Premium
1431,Antinori Villa Antinori Chianti Classico Riserva 2020,Italy,Chianti Classico,4.1,3637,38,0.11,Budget
1432,Val di Suga Brunello di Montalcino Vigna Spuntali 2021,Italy,Brunello di Montalcino,4.3,3635,85,0.05,Mid Range
1435,Colli di Lapio di Romano Clelia Fiano di Avellino 2024,Italy,Fiano de Avellino,4.0,3627,25,0.16,Budget
1441,Ferragù Valpolicella Superiore 2021,Italy,Valpolicella,4.4,3619,50,0.09,Budget
1443,Eduardo Torres Acosta Versante Nord Nerello Mascalese 2023,Italy,Terre Siciliane,4.0,3614,41,0.1,Budget
1444,Murgo Etna Rosso 2023,Italy,Etna,3.5,3613,22,0.16,Budget
1446,Bottega Vinaia Pinot Grigio 2024,Italy,Trentino,3.8,3613,18,0.21,Budget
1454,Feudo Maccari Neré 2023,Italy,Sicilia,3.8,3600,20,0.19,Budget
1459,Tenute Silvio Nardi Rosso di Montalcino 2023,Italy,Rosso di Montalcino,3.7,3592,34,0.11,Budget
1470,Nino Franco Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,3.7,3577,22,0.17,Budget
1477,Santa Cristina Toscana 2020,Italy,Toscana,3.6,3561,12,0.31,Budget
1482,Varvaglione Papale Primitivo di Manduria 2021,Italy,Primitivo di Manduria,4.2,3557,35,0.12,Budget
1494,Terre degli Svevi Re Manfredi Aglianico del Vulture 2022,Italy,Aglianico del Vulture,3.8,3544,33,0.12,Budget
1498,Feudi del Pisciotto Nero d'Avola 2022,Italy,Terre Siciliane,3.9,3539,35,0.11,Budget
1499,Feudi del Pisciotto Nero d'Avola 2024,Italy,Terre Siciliane,3.9,3539,24,0.16,Budget
1510,Ciro Picariello Fiano di Avellino 2024,Italy,Fiano de Avellino,3.9,3528,30,0.13,Budget
1515,Castello Nipozzano Chianti Rùfina Riserva 2020,Italy,Chianti Rùfina,4.0,3514,30,0.13,Budget
1516,Masseria Frattasi Caudium Aglianico 2024,Italy,Campania,3.9,3512,27,0.15,Budget
1519,Carpano Antica Formula Vermouth,Italy,Piemonte,4.4,3510,35,0.13,Budget
1527,Gaja Costa Russi (Barbaresco) Langhe 2021,Italy,Barbaresco,4.6,3501,520,0.01,Premium
1540,Monastero Suore Cistercensi Coenobium 2024,Italy,Lazio,3.9,3485,35,0.11,Budget
1542,Riecine La Gioia Toscana 2021,Italy,Toscana,4.3,3482,93,0.05,Mid Range
1545,Fratelli Alessandria Barolo 2021,Italy,Barolo,4.1,3476,57,0.07,Budget
1555,Radikon Sivi Pinot Grigio 2023,Italy,Friuli-Venezia Giulia,4.1,3464,48,0.09,Budget
1566,Mastroberardino Lacryma Christi Del Vesuvio Bianco 2024,Italy,Vesuvio,3.7,3453,23,0.16,Budget
1569,Antinori Villa Antinori Chianti Classico Riserva 2021,Italy,Chianti Classico,4.1,3451,31,0.13,Budget
1571,Poggio Anima Belial Sangiovese 2023,Italy,Toscana,3.7,3450,20,0.18,Budget
1572,Poggio Anima Belial Sangiovese 2021,Italy,Toscana,3.7,3450,18,0.2,Budget
1575,Cleto Chiarli Centenario Lambrusco Grasparossa di Castelvetro Amabile,Italy,Lambrusco Grasparossa di Castelvetro,4.0,3443,15,0.27,Budget
1576,Cà dei Frati I Frati Lugana 2024,Italy,Lugana,4.2,3438,20,0.21,Budget
1581,Aldo Conterno Il Favot Langhe Nebbiolo 2022,Italy,Langhe,4.2,3430,60,0.07,Budget
1584,Attems Pinot Grigio Ramato 2024,Italy,Friuli-Venezia Giulia,3.8,3429,24,0.16,Budget
1591,Ruggeri Argeo Prosecco Brut,Italy,Prosecco di Treviso,3.8,3411,20,0.19,Budget
1596,Castellani Pinot Grigio 2024,Italy,delle Venezie,3.6,3408,17,0.22,Budget
1597,Stemmari Pinot Noir 2023,Italy,Sicilia,3.7,3407,16,0.23,Budget
1598,G.D. Vajra Albe Barolo 2017,Italy,Barolo,4.1,3404,126,0.03,Premium
1601,Fattoria dei Barbi Brusco 2023,Italy,Toscana,3.5,3401,21,0.16,Budget
1606,Tenuta Iuzzolini Cirò Rosso Classico 2024,Italy,Cirò,3.7,3396,20,0.19,Budget
1609,Gaja Ca'Marcanda Promis Toscana 2021,Italy,Toscana,4.2,3392,100,0.04,Mid Range
1627,Antinori Villa Antinori Chianti Classico Riserva 2019,Italy,Chianti Classico,4.1,3379,43,0.1,Budget
1629,Ceretto Barolo Bricco Rocche 2021,Italy,Barolo,4.4,3376,288,0.02,Premium
1633,Il Bastardo Sangiovese di Toscana 2024,Italy,Toscana,3.4,3369,13,0.26,Budget
1640,La Mozza I Perazzi 2022,Italy,Morellino di Scansano,3.9,3353,25,0.16,Budget
1642,Ruffino Chianti 1877 2020,Italy,Chianti,3.6,3350,28,0.13,Budget
1645,Collazzi I Bastioni Chianti Classico 2023,Italy,Chianti Classico,3.9,3345,29,0.14,Budget
1646,Tinazzi Collezione di Famiglia Valpolicella Ripasso (Selezione di Famiglia) 2023,Italy,Valpolicella Ripasso,4.1,3344,31,0.13,Budget
1649,Duca di Saragnano Sir Passo Toscana 2024,Italy,Toscana,3.9,3342,17,0.23,Budget
1650,Tenuta Tascante Ghiaia Nera Nerello Mascalese 2022,Italy,Sicilia,3.8,3341,34,0.11,Budget
1665,Zardetto Z Prosecco Brut,Italy,Prosecco,3.6,3306,17,0.21,Budget
1675,Maschio Prosecco Brut,Italy,Prosecco,3.6,3298,10,0.36,Budget
1682,Lamoresca Nerocapitano 2024,Italy,Terre Siciliane,3.9,3286,40,0.1,Budget
1688,Köfererhof Kerner 2024,Italy,Valle Isarco,4.0,3282,35,0.12,Budget
1706,Rotari Brut,Italy,Trento,3.5,3258,18,0.19,Budget
1707,Renato Ratti Barolo Marcenasco 2015,Italy,Barolo,4.3,3254,100,0.04,Mid Range
1708,Iuli Umberta 2023,Italy,Barbera del Monferrato Superiore,4.0,3253,20,0.2,Budget
1712,Coldisole Brunello di Montalcino 2018,Italy,Brunello di Montalcino,4.2,3251,50,0.08,Budget
1717,Elio Altare Arborina Barolo 2021,Italy,Barolo,4.4,3235,155,0.03,Premium
1720,Val di Suga Brunello di Montalcino 2016,Italy,Brunello di Montalcino,4.1,3234,57,0.07,Budget
1725,Carpineto Dogajolo Toscana Rosato 2024,Italy,Toscana,3.7,3228,18,0.2,Budget
1739,Batasiolo Dolcetto d'Alba 2022,Italy,Dolcetto d'Alba,3.4,3217,23,0.15,Budget
1740,Varvaglione 12 e Mezzo Primitivo del Salento 2020,Italy,Salento,3.9,3214,22,0.18,Budget
1747,Enrico Serafino Barolo 2017,Italy,Barolo,3.9,3205,49,0.08,Budget
1748,Enrico Serafino Barolo 2019,Italy,Barolo,3.9,3205,65,0.06,Mid Range
1750,Alberto Nani Organic Prosecco Extra Dry,Italy,Prosecco,3.8,3203,18,0.21,Budget
1753,Nino Negri Mazér Valtellina Superiore 2021,Italy,Valtellina Superiore,3.8,3197,30,0.13,Budget
1759,La Fiera Montepulciano d'Abruzzo 2023,Italy,Montepulciano d'Abruzzo,3.6,3190,11,0.33,Budget
1761,Castello Nipozzano Chianti Rùfina Riserva 2021,Italy,Chianti Rùfina,3.9,3187,22,0.18,Budget
1766,Santadi Rocca Rubia Riserva  Carignano del Sulcis 2015,Italy,Carignano del Sulcis,4.0,3185,31,0.13,Budget
1767,Torre Mora Cauru Etna Rosso 2023,Italy,Etna,3.8,3184,32,0.12,Budget
1769,Castellani Michele Collezione Ca' Del Pipa Cinque Stelle Amarone della Valpolicella Classico 2020,Italy,Amarone della Valpolicella Classico,4.4,3181,80,0.06,Mid Range
1772,Lunae Vermentino (Etichetta Grigia/Grey Label) 2024,Italy,Colli di Luni,3.8,3176,28,0.14,Budget
1775,Umani Ronchi Montepulciano d'Abruzzo 2023,Italy,Montepulciano d'Abruzzo,3.3,3171,11,0.3,Budget
1777,Banfi Brunello di Montalcino 2019,Italy,Brunello di Montalcino,4.2,3169,53,0.08,Budget
1778,Col d'Orcia Cabernet Sant'Antimo Olmaia 2020,Italy,Sant'Antimo,4.3,3168,87,0.05,Mid Range
1787,Prà Amarone della Valpolicella 2018,Italy,Amarone della Valpolicella,4.3,3155,106,0.04,Premium
1792,Tre Monti Vitalba Albana in Anfora 2024,Italy,Romagna,4.1,3152,47,0.09,Budget
1796,Ca' Bolani Prosecco Brut,Italy,Prosecco,3.7,3148,15,0.25,Budget
1797,Belposto Montepulciano d'Abruzzo 2023,Italy,Montepulciano d'Abruzzo,4.0,3147,17,0.24,Budget
1799,Siro Pacenti Rosso di Montalcino 2023,Italy,Rosso di Montalcino,4.0,3147,57,0.07,Budget
1801,Tenuta di Corte Giacobbe Soave 2023,Italy,Soave,3.8,3145,18,0.21,Budget
1818,Santa Margherita Spumante Rosé,Italy,Vino d'Italia,3.8,3128,23,0.17,Budget
1822,Villadoria Barolo 2020,Italy,Barolo,3.9,3126,56,0.07,Budget
1830,Librandi Megonio 2023,Italy,Val di Neto,3.9,3122,31,0.12,Budget
1832,Elio Altare Dolcetto d'Alba 2024,Italy,Dolcetto d'Alba,3.8,3120,27,0.14,Budget
1837,Col d'Orcia Brunello di Montalcino 2017,Italy,Brunello di Montalcino,4.2,3114,70,0.06,Mid Range
1850,Tommasi Valpolicella Ripasso (Classico Superiore) 2020,Italy,Valpolicella Ripasso,4.0,3106,31,0.13,Budget
1857,Suavia Massifitti Trebbiano di Soave 2022,Italy,Verona,3.9,3099,30,0.13,Budget
1859,Bertani Duè Uvè Bianca 2023,Italy,delle Venezie,4.0,3099,22,0.18,Budget
1860,Montelliana Prosecco Treviso Extra Dry,Italy,Prosecco di Treviso,3.9,3098,20,0.2,Budget
1882,Fèlsina Maestro Raro 2021,Italy,Toscana,4.1,3070,91,0.05,Mid Range
1886,Scarpetta Pinot Grigio 2024,Italy,Friuli,3.9,3063,13,0.29,Budget
1895,Tornatore Etna Rosso 2018,Italy,Etna,3.9,3052,33,0.12,Budget
1896,Cavallotto Barbera d'Alba Superiore Vigna del Cuculo 2023,Italy,Barbera d'Alba,4.0,3052,56,0.07,Budget
1899,Tommasi Filodora Prosecco,Italy,Prosecco,3.6,3049,19,0.19,Budget
1900,Masi Costasera Amarone della Valpolicella Classico 2019,Italy,Amarone della Valpolicella Classico,4.2,3049,70,0.06,Mid Range
1910,Gaja Idda Rosso 2023,Italy,Etna,4.0,3038,80,0.05,Mid Range
1919,Giancarlo Barbera d'Asti 2022,Italy,Barbera d'Asti,3.2,3027,13,0.25,Budget
1939,Pasqua Vigneti e Cantine Valpolicella Ripasso Superiore 2019,Italy,Valpolicella Ripasso,3.9,3001,35,0.11,Budget
1951,Andrea Oberto Barolo 2020,Italy,Barolo,4.1,2985,43,0.09,Budget
1954,Tinazzi Collezione di Famiglia Corvina di Verona (Selezione di Famiglia) 2022,Italy,Verona,3.9,2983,23,0.17,Budget
1958,Scarpetta Barbera del Monferrato 2023,Italy,Barbera del Monferrato,3.9,2981,16,0.24,Budget
1968,Carletto Montepulciano d'Abruzzo 2023,Italy,Montepulciano d'Abruzzo,3.9,2969,15,0.26,Budget
1969,Lunaria Ramoro Pinot Grigio 2024,Italy,Terre di Chieti,3.9,2969,35,0.11,Budget
1972,Poderi Sanguineto I e II Vino Nobile di Montepulciano 2022,Italy,Vino Nobile di Montepulciano,4.1,2966,51,0.08,Budget
1974,DeAngelis (De Angelis) Pecorino Offida 2024,Italy,Offida,3.8,2964,20,0.19,Budget
1977,DeAngelis (De Angelis) Pecorino Offida 2023,Italy,Offida,3.8,2964,18,0.21,Budget
1978,DeAngelis (De Angelis) Rosso Piceno Superiore 2021,Italy,Rosso Piceno,3.6,2963,20,0.18,Budget
1987,Quintarelli Giuseppe Ca’ del Merlo Rosso Veneto 2018,Italy,Veneto,4.5,2956,115,0.04,Premium
1988,Mazzei Poggio Badiola 2020,Italy,Toscana,3.9,2955,14,0.28,Budget
1990,Benanti Pietra Marina Etna Bianco Superiore 2020,Italy,Etna,4.1,2953,163,0.03,Premium
1993,Col d'Orcia Brunello di Montalcino 2018,Italy,Brunello di Montalcino,4.1,2948,62,0.07,Budget
2008,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2009,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2011,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2012,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2015,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2024,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2025,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2027,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2028,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2031,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2032,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2033,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2034,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2035,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2048,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2049,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2051,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2052,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2055,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2056,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2057,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2058,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2059,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2072,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2073,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2075,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2076,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2079,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2080,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2081,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2082,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2083,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2096,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2097,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2099,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2100,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2103,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2104,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2105,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2106,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2107,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2120,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2121,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2123,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2124,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2127,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2128,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2129,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2130,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2131,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2144,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2145,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2147,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2148,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2151,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2152,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2153,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2154,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2155,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2168,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2169,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2171,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2172,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2175,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2176,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2177,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2178,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2179,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2192,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2193,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2195,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2196,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2199,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2200,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2201,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2202,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2203,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2216,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2217,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2219,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2220,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2223,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2224,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2225,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2226,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2227,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2240,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2241,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2243,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2244,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2247,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2248,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2249,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2250,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2251,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2264,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2265,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2267,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2268,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2271,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2272,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2273,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2274,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2275,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2288,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2289,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2291,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2292,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2295,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2296,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2297,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2298,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2299,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2312,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2313,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2315,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2316,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2319,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2320,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2321,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2322,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
2323,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
2336,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
2337,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
2339,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
2340,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
2343,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
2344,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
2345,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
2346,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
