name,country,region,rating,rating_count,price
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
Zeni Amarone della Valpolicella Classico Barriques 2019,"('Italy',)","('Amarone della Valpolicella Classico',)",4.4,2927,60.0
Ruffino Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,14.94
Picket Fence Pinot Noir 2023,"('United States',)","('Russian River Valley',)",3.7,2925,23.49
Ruffino Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,17.21
Ruffino Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,2925,18.39
Lustau Papirusa Manzanilla (Solera Reserva),"('Spain',)","('Jerez-Xérès-Sherry',)",3.6,2925,19.94
Flora Springs Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.1,2924,64.99
Sella & Mosca Alghero Torbato Spumante Brut 2021,"('Italy',)","('Alghero',)",3.7,2923,39.75
Tavernello Rubicone Sangiovese 2024,"('Italy',)","('Rubicone',)",3.3,2922,9.83
Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.0,2922,22.5
Fantinel Tenuta Sant'Helena Pinot Grigio 2023,"('Italy',)","('Collio',)",3.6,2920,27.34
Monte Degli Angeli Collezione del Barone Barolo 2021,"('Italy',)","('Barolo',)",4.0,2920,29.68
Josh Cellars Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2916,22.79
Famille Moutard Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",3.9,2914,42.9
Lagar Da Condesa O Fillo da Condesa Albariño 2024,"('Spain',)","('Rías Baixas',)",3.8,2911,18.33
Robert Mondavi Private Selection Vint Cabernet Sauvignon 2021,"('United States',)","('California',)",3.8,2911,31.99
Marc Hébrart Spécial Club Brut Champagne Premier Cru 2021,"('France',)","('Champagne Premier Cru',)",4.2,2941,94.94
Buehler Russian River Valley Chardonnay 2022,"('United States',)","('Russian River Valley',)",3.9,2937,26.95
Domaine Tempier Bandol Cuvée La Migoua 2023,"('France',)","('Bandol',)",4.3,2937,114.99
Buehler Russian River Valley Chardonnay 2021,"('United States',)","('Russian River Valley',)",3.9,2937,21.8
Laherte Freres Rosé de Meunier Extra Brut Champagne,"('France',)","('Champagne',)",4.1,2936,57.05
Domaine de la Côte Blooms Field Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.3,2934,100.36
Caymus Vineyards Special Selection Cabernet Sauvignon 2009,"('United States',)","('Napa Valley',)",4.6,2934,435.74
Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2023,"('France',)","('Châteauneuf-du-Pape',)",4.4,2930,231.84
