name,country,region,rating,rating_count,price
Z.Alexander Brown Uncaged Pinot Noir 2024,"('United States',)","('Russian River Valley',)",3.9,7050,17.82
Francois Carillon Puligny-Montrachet 2023,"('France',)","('Puligny-Montrachet',)",4.3,7008,148.81
Cloudy Bay Sauvignon Blanc 2021,"('New Zealand',)","('Marlborough',)",4.2,6992,104.95
Cupcake Sauvignon Blanc 2024,"('New Zealand',)","('Marlborough',)",3.4,6976,7.99
Château Coutet Saint-Émilion Grand Cru 2023,"('France',)","('Saint-Émilion Grand Cru',)",4.0,6971,56.5
Mumm Napa Brut Rosé,"('United States',)","('Napa Valley',)",3.9,6971,21.99
Château Pibran Pauillac 2022,"('France',)","('Pauillac',)",4.0,6969,87.22
Rabble Cabernet Sauvignon (Mossfire Ranch) 2023,"('United States',)","('Paso Robles',)",3.9,6962,19.99
Lapostolle Grand Selection Merlot 2023,"('Chile',)","('Rapel Valley',)",3.5,6961,16.95
Domaine Bousquet Gaia Organic & Biodynamic Red Blend 2022,"('Argentina',)","('Gualtallary',)",3.8,6956,20.49
Opus One Opus One 2014,"('United States',)","('Napa Valley',)",4.6,6948,629.99
Etienne Sauzet Puligny-Montrachet 1983,"('France',)","('Puligny-Montrachet',)",4.3,6939,179.99
Château Lafleur-Gazin Pomerol 2022,"('France',)","('Pomerol',)",4.2,6925,60.0
Ruta 22 Malbec 2023,"('Argentina',)","('Patagonia',)",3.7,6915,16.95
Rhiannon Red Blend 2023,"('United States',)","('California',)",3.9,6904,17.95
Trivento Reserve Malbec 2022,"('Argentina',)","('Mendoza',)",3.7,6881,9.49
Ventisquero Pangea Syrah 2023,"('Chile',)","('Colchagua Valley',)",4.3,6876,83.99
Joseph Drouhin Gevrey-Chambertin 2023,"('France',)","('Gevrey-Chambertin',)",4.1,6876,102.14
Renieri Rosso di Montalcino 2024,"('Italy',)","('Rosso di Montalcino',)",3.8,6874,22.94
Talbott Kali Hart Pinot Noir 2023,"('United States',)","('Monterey',)",3.8,6871,23.36
Olivares Altos de la Hoya Monastrell 2023,"('Spain',)","('Jumilla',)",3.7,6870,18.14
Kendall-Jackson Vintner's Reserve Sauvignon Blanc 2024,"('United States',)","('California',)",3.6,6860,15.63
Andre Clouet Un Jour de 1911 Brut Champagne Grand Cru 'Bouzy',"('France',)","(""Champagne Grand Cru 'Bouzy'"",)",4.3,6853,124.83
Château Combel La Serre Le Pur Fruit du Causse Cahors 2023,"('France',)","('Cahors',)",3.8,6852,22.42
Canard-Duchêne Cuvée Léonie Brut Champagne,"('France',)","('Champagne',)",3.9,6845,44.95
Folie à Deux Cabernet Sauvignon 2022,"('United States',)","('Alexander Valley',)",3.8,6819,28.59
Ménage à Trois Cabernet Sauvignon 2023,"('United States',)","('North Coast',)",3.5,6807,13.64
Gancia Prosecco,"('Italy',)","('Prosecco',)",3.6,6803,10.99
Manincor Réserve del Conte 2023,"('Italy',)","('Südtirol - Alto Adige',)",4.0,6774,36.25
Offley Porto Tawny (Barão de Forrester),"('Portugal',)","('Porto',)",3.6,6768,27.31
Château Pigoudet Première Rosé 2025,"('France',)","(""Coteaux d'Aix-en-Provence"",)",3.9,6757,20.0
Palmer & Co. Blanc de Blancs Champagne,"('France',)","('Champagne',)",4.1,6750,69.99
Cupcake Cabernet Sauvignon 2023,"('United States',)","('California',)",3.3,6738,12.59
Cupcake Cabernet Sauvignon 2021,"('United States',)","('California',)",3.3,6738,18.18
Montepeloso A Quo Toscana 2024,"('Italy',)","('Toscana',)",4.0,6734,34.67
Château de Parenchère Bordeaux Supérieur 2021,"('France',)","('Bordeaux Supérieur',)",3.7,6729,21.99
Henriot Blanc de Blancs Champagne,"('France',)","('Champagne',)",4.1,6715,64.94
Bartolo Mascarello Barolo 2021,"('Italy',)","('Barolo',)",4.4,6713,399.99
Château Bonnet Bordeaux 2022,"('France',)","('Bordeaux',)",3.5,6698,24.99
Far Niente Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.5,6671,118.95
Far Niente Cabernet Sauvignon 2006,"('United States',)","('Napa Valley',)",4.5,6671,350.0
Far Niente Cabernet Sauvignon 2007,"('United States',)","('Napa Valley',)",4.5,6671,350.0
Francis Ford Coppola Winery Diamond Collection Red Blend 2023,"('United States',)","('California',)",3.7,6665,16.95
Monkey Bay Sauvignon Blanc 2023,"('New Zealand',)","('Wine of New Zealand',)",3.6,6662,13.64
Olivier Leflaive Puligny-Montrachet 2023,"('France',)","('Puligny-Montrachet',)",4.3,6662,140.0
Château Puy-Blanquet Saint-Émilion Grand Cru 2020,"('France',)","('Saint-Émilion Grand Cru',)",3.8,6646,58.46
Bodegas Faustino V Reserva 2013,"('Spain',)","('Rioja Alavesa',)",3.8,6645,24.14
Simonsig Kaapse Vonkel Brut 2024,"('South Africa',)","('Western Cape',)",3.8,6645,28.83
Shafer Red Shoulder Ranch Chardonnay 2024,"('United States',)","('Los Carneros',)",4.3,6617,64.35
DAOU Cabernet Sauvignon 2022,"('United States',)","('Paso Robles',)",4.0,6596,49.99
Cartuxa Évora Colheita Tinto 2018,"('Portugal',)","('Evora',)",4.3,6595,40.24
Arrogant Frog Pinot Noir (Lily Pad Noir) 2024,"('France',)","('Pézenas',)",3.6,6594,16.67
Sandrone Barolo Le Vigne 2021,"('Italy',)","('Barolo',)",4.3,6586,134.94
La Lecciaia Brunello di Montalcino 2020,"('Italy',)","('Brunello di Montalcino',)",4.1,6585,90.99
Risata Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.2,6583,11.98
Risata Moscato d'Asti 2024,"('Italy',)","(""Moscato d'Asti"",)",4.2,6583,17.49
Risata Moscato d'Asti 2023,"('Italy',)","(""Moscato d'Asti"",)",4.2,6583,14.99
Veuve du Vernay Ice Rosé,"('France',)","('Bordeaux',)",4.0,6576,13.95
Bodega Otazu Otazu Premium Cuvée 2023,"('Spain',)","('Navarra',)",3.8,6572,21.99
Opus One Opus One 2010,"('United States',)","('Napa Valley',)",4.6,6571,719.99
Bodega Cuarto Dominio Chento 2023,"('Argentina',)","('Mendoza',)",3.8,6547,20.95
Chateau Ste. Michelle Indian Wells Chardonnay 2024,"('United States',)","('Columbia Valley',)",3.8,6525,19.49
Bodegas El Nido El Nido 2023,"('Spain',)","('Jumilla',)",4.7,6520,157.48
Locations F (France),"('France',)","('Vin de France',)",3.8,6517,18.7
Ghost Pines Merlot 2023,"('United States',)","('North Coast',)",3.8,6509,21.0
Antinori Villa Antinori Rosso 2022,"('Italy',)","('Toscana',)",4.0,6499,20.9
Antinori Tignanello 2020,"('Italy',)","('Toscana',)",4.5,6495,199.99
Penley Estate Phoenix Cabernet Sauvignon 2022,"('Australia',)","('Coonawarra',)",3.7,6494,20.95
Raymond R Collection Cabernet Sauvignon 2023,"('United States',)","('California',)",3.7,6492,14.95
Bodega Pablo Fallabrino Tannat 2020,"('Uruguay',)","('Atlàntida',)",3.5,6470,22.49
Bodega Pablo Fallabrino Tannat 2022,"('Uruguay',)","('Atlàntida',)",3.5,6470,24.19
Juan Gil Jumilla Silver Label 2020,"('Spain',)","('Jumilla',)",4.0,6452,18.39
Donnafugata Sul Vulcano Etna Rosso 2022,"('Italy',)","('Etna',)",3.9,6445,41.8
The Calling Cabernet Sauvignon 2022,"('United States',)","('Alexander Valley',)",4.1,6425,38.49
Lapis Luna Zinfandel 2023,"('United States',)","('North Coast',)",4.0,6424,13.95
Ornellaia Le Volte 2022,"('Italy',)","('Toscana',)",4.1,6420,29.39
Crios Cabernet Sauvignon 2024,"('Argentina',)","('Agrelo',)",3.5,6415,18.32
Mondoro Asti,"('Italy',)","('Asti',)",4.2,6406,17.21
Chiara Condello Predappio 2023,"('Italy',)","('Sangiovese di Romagna',)",3.9,6405,25.99
La Rioja Alta Viña Ardanza Reserva 2017,"('Spain',)","('Rioja',)",4.3,6405,44.01
Caprili Rosso di Montalcino 2024,"('Italy',)","('Rosso di Montalcino',)",3.9,6404,33.76
Monteraponi Chianti Classico 2023,"('Italy',)","('Chianti Classico',)",3.9,6386,41.58
Blue Rock Baby Blue 2022,"('United States',)","('Alexander Valley',)",4.1,6368,32.95
Montinore Estate Pinot Noir (Red Cap) 2023,"('United States',)","('Willamette Valley',)",3.8,6361,22.95
Larmandier-Bernier Terre de Vertus Champagne Premier Cru 2018,"('France',)","('Champagne Premier Cru',)",4.2,6340,146.5
Álvaro Palacios Vi de Vila Gratallops 2023,"('Spain',)","('Priorat',)",4.3,6339,98.33
Santa Julia Tempranillo 2024,"('Argentina',)","('Mendoza',)",3.4,6336,15.75
Château d'Yquem Y 1991,"('France',)","('Bordeaux Supérieur',)",4.5,6330,453.83
Château Corbin Saint-Émilion Grand Cru (Grand Cru Classé) 2022,"('France',)","('Saint-Émilion Grand Cru',)",4.0,6313,50.59
Henri Giraud MV 1950,"('France',)","(""Champagne Grand Cru 'Aÿ'"",)",4.5,6303,365.4
Spottswoode Cabernet Sauvignon 2022,"('United States',)","('St. Helena',)",4.5,6298,229.99
Cune (CVNE) Crianza 2020,"('Spain',)","('Rioja',)",3.7,6293,14.69
Louis Roederer Cristal Brut Champagne (Millésimé) 2009,"('France',)","('Champagne',)",4.6,6285,449.98
Venge Vineyards Cabernet Sauvignon Silencieux 2023,"('United States',)","('Napa Valley',)",4.4,6281,58.68
Lacheteau Rosé d'Anjou 2024,"('France',)","(""Rosé d'Anjou"",)",3.9,6274,18.19
Inama Azienda Agricola Vigneti di Foscarino Soave Classico 2023,"('Italy',)","('Soave Classico',)",4.0,6248,41.67
Principi di Butera Nero d'Avola 2022,"('Italy',)","('Terre Siciliane',)",3.7,6241,13.99
Fat Bastard (Thierry & Guy) Syrah 2021,"('France',)","(""Pays d'Oc"",)",3.5,6235,14.95
Fat Bastard (Thierry & Guy) Syrah 2023,"('France',)","(""Pays d'Oc"",)",3.5,6235,16.86
Dominus Othello 2023,"('United States',)","('Napa Valley',)",4.0,6231,62.65
Egly-Ouriet Les Vignes de Vrigny Brut Champagne Premier Cru,"('France',)","('Champagne Premier Cru',)",4.3,6227,175.0
Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' 2023,"('France',)","(""Beaune 1er Cru 'Le Clos des Mouches'"",)",4.3,6208,211.48
Apothic Red (Winemaker's Blend) 2020,"('United States',)","('California',)",3.8,6188,16.63
Altos Las Hormigas Malbec Reserve 2023,"('Argentina',)","('Uco Valley',)",3.8,6182,13.5
Altos Las Hormigas Malbec Reserve 2022,"('Argentina',)","('Uco Valley',)",3.8,6182,34.67
E. Guigal Côte-Rôtie La Turque 2021,"('France',)","('Côte-Rôtie',)",4.6,6179,583.99
Giacosa Fratelli Barbera d'Alba Bussia 2023,"('Italy',)","(""Barbera d'Alba"",)",3.7,6170,24.32
Brunelli Amarone della Valpolicella Classico 2022,"('Italy',)","('Amarone della Valpolicella Classico',)",4.2,6168,44.99
Trivento Golden Reserve Malbec 2020,"('Argentina',)","('Lujan de Cuyo',)",4.1,6163,20.83
Cantine Leonardo da Vinci Da Vinci Pinot Grigio 2024,"('Italy',)","('delle Venezie',)",3.6,6141,13.52
Yellow Tail Pink Moscato,"('Australia',)","('South Eastern Australia',)",4.1,6134,10.0
Marchesi di Barolo Gavi 2024,"('Italy',)","('Gavi',)",3.8,6130,19.25
Opus One Opus One 2015,"('United States',)","('Napa Valley',)",4.7,6123,629.99
Tommasi Poggio Al Tufo Cabernet Sauvignon 2022,"('Italy',)","('Maremma Toscana',)",3.8,6123,23.5
New Age Sweet White,"('Argentina',)","('Mendoza',)",3.9,6113,11.06
McManis Pinot Noir 2024,"('United States',)","('Lodi',)",3.7,6111,16.95
The Show Malbec 2024,"('Argentina',)","('Mendoza',)",3.7,6106,12.97
Intrinsic Red Blend 2022,"('United States',)","('Columbia Valley',)",3.8,6103,15.99
Taittinger Comtes de Champagne Blanc de Blancs 2006,"('France',)","('Champagne',)",4.5,6099,318.0
Smoking Loon Old Vine Zinfandel 2022,"('United States',)","('California',)",3.8,6087,14.95
Copain Tous Ensemble Pinot Noir 2021,"('United States',)","('Anderson Valley',)",4.1,6077,59.99
Silver Oak Napa Valley Cabernet Sauvignon 2013,"('United States',)","('Napa Valley',)",4.5,6064,249.99
La Serena Brunello di Montalcino 2021,"('Italy',)","('Brunello di Montalcino',)",4.2,6047,36.0
Polkura Syrah 2022,"('Chile',)","('Colchagua Valley',)",4.0,6016,21.99
O'Shaughnessy Cabernet Sauvignon Howell Mountain 2022,"('United States',)","('Howell Mountain',)",4.5,6005,113.8
Château de Saint Cosme Little James' Basket Press Rouge,"('France',)","('Vin de France',)",3.6,5990,19.49
Lindeman's Bin 99 Pinot Noir 2024,"('Australia',)","('South Eastern Australia',)",3.3,5987,11.95
Lindeman's Bin 99 Pinot Noir 2023,"('Australia',)","('South Eastern Australia',)",3.3,5987,10.0
Donna Laura Ali Toscana Sangiovese 2024,"('Italy',)","('Toscana',)",3.7,5981,16.0
Baron-Fuenté Grande Réserve Brut Champagne,"('France',)","('Champagne',)",3.8,5977,50.67
Carta Vieja Carmenère 2024,"('Chile',)","('Loncomilla Valley',)",3.3,5976,12.66
Barone Pizzini Animante Franciacorta,"('Italy',)","('Franciacorta',)",3.8,5974,39.99
Marques de Casa Concha Cabernet Sauvignon 2018,"('Chile',)","('Puente Alto',)",3.9,5969,24.8
Cirelli Montepulciano d'Abruzzo 2024,"('Italy',)","(""Montepulciano d'Abruzzo"",)",3.8,5968,24.0
Piper-Heidsieck Essential Extra Brut,"('France',)","('Champagne',)",4.0,5967,86.89
Château la Vieille Cure Fronsac 2022,"('France',)","('Fronsac',)",4.0,5965,41.67
Paltrinieri Radice 2024,"('Italy',)","('Lambrusco di Sorbara',)",3.8,5962,27.75
Sandhi Santa Rita Hills Pinot Noir 2023,"('United States',)","('Sta. Rita Hills',)",4.0,5960,40.95
Cupcake Moscato d'Asti,"('Italy',)","(""Moscato d'Asti"",)",4.1,5960,10.99
Ruggeri Giustino B. Valdobbiadene Prosecco Superiore,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",4.1,5960,49.99
Pata Negra Cava,"('Spain',)","('Cava',)",3.4,5953,20.42
Louis Roederer Collection 244 Champagne,"('France',)","('Champagne',)",4.3,5953,86.0
Matchbook Red Gravel Cabernet Sauvignon 2022,"('United States',)","('Dunnigan Hills',)",3.7,5939,16.95
Aldo Conterno Barbera d'Alba Conca Tre Pile 2022,"('Italy',)","(""Barbera d'Alba"",)",4.1,5938,39.94
Caymus Vineyards Special Selection Cabernet Sauvignon 2014,"('United States',)","('Napa Valley',)",4.7,5923,734.99
Grgich Hills Sauvignon Blanc 2023,"('United States',)","('Napa Valley',)",4.0,5922,41.99
Montes Classic Series / Reserva Cabernet Sauvignon 2018,"('Chile',)","('Colchagua Valley',)",3.7,5921,13.99
Faiveley Mercurey La Framboisière 2023,"('France',)","('Mercurey',)",4.0,5920,68.35
Domaine Olga Raffault Les Picasses Chinon 2020,"('France',)","('Chinon',)",4.0,5919,40.0
Bisol Crede Valdobbiadene Prosecco Superiore Brut 2023,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",3.9,5902,26.17
Bisol Crede Valdobbiadene Prosecco Superiore Brut 2024,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",3.9,5902,26.17
Château Haut-Segottes Saint-Émilion Grand Cru 2022,"('France',)","('Saint-Émilion Grand Cru',)",4.2,5897,46.75
Cellier des Dauphins Les Dauphins Cuvée Speciale Côtes du Rhône Rouge 2022,"('France',)","('Côtes-du-Rhône',)",3.7,5888,16.67
Gustave Lorentz Crémant D'Alsace Brut,"('France',)","(""Crémant d'Alsace"",)",3.9,5885,24.95
Château Certan de May Pomerol 1979,"('France',)","('Pomerol',)",4.3,5882,217.0
Château Certan de May Pomerol 2021,"('France',)","('Pomerol',)",4.3,5882,117.17
Paul Hobbs CrossBarn Sonoma Coast Chardonnay 2024,"('United States',)","('Sonoma Coast',)",4.0,5870,24.92
Aldo Conterno Barolo Bussia 2021,"('Italy',)","('Barolo',)",4.3,5865,164.98
Perrier-Jouët Blanc de Blancs Brut Champagne,"('France',)","('Champagne',)",4.2,5862,73.2
Château La Nerthe Les Cassagnes de La Nerthe Côtes du Rhône Villages Rouge 2022,"('France',)","('Côtes-du-Rhône-Villages',)",3.9,5857,19.99
El Coto Coto de Imaz Rioja Reserva 2019,"('Spain',)","('Rioja Alavesa',)",3.9,5852,24.99
Cupcake Chardonnay 2023,"('United States',)","('Monterey County',)",3.2,5848,11.54
Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2023,"('United States',)","('Oakville',)",4.5,5844,143.95
J. Lohr Vineyards & Wines Estates South Ridge Syrah 2023,"('United States',)","('Paso Robles',)",3.8,5827,15.87
Cockburn's Special Reserve Port,"('Portugal',)","('Porto',)",3.8,5802,24.59
Migration Russian River Valley Pinot Noir 2022,"('United States',)","('Russian River Valley',)",4.1,5795,37.83
La Chablisienne Château Grenouilles Chablis Grand Cru 2022,"('France',)","(""Chablis Grand Cru 'Grenouilles'"",)",4.3,5784,159.49
Domaine Ste. Michelle Brut,"('United States',)","('Columbia Valley',)",3.6,5772,15.63
Francis Ford Coppola Winery Director's Cut Chardonnay 2023,"('United States',)","('Russian River Valley',)",4.1,5766,18.33
Firesteed Pinot Noir Willamette Valley 2020,"('United States',)","('Willamette Valley',)",3.7,5763,12.98
Firesteed Pinot Noir Willamette Valley 2023,"('United States',)","('Willamette Valley',)",3.7,5763,17.84
Firesteed Pinot Noir Willamette Valley 2022,"('United States',)","('Willamette Valley',)",3.7,5763,15.99
Librandi Duca Sanfelice Cirò Classico Superiore Riserva Rosso 2022,"('Italy',)","('Cirò',)",3.7,5761,24.5
Cave Amadeu Rosé Brut 2023,"('Brazil',)","('Serra Gaúcha',)",3.8,5761,32.49
Coltibuono Chianti Classico Riserva 2022,"('Italy',)","('Chianti Classico',)",3.9,5747,40.99
Sterling Vineyards Vintner's Collection Pinot Noir 2022,"('United States',)","('California',)",3.5,5738,18.02
Sterling Vineyards Vintner's Collection Pinot Noir 2023,"('United States',)","('California',)",3.5,5738,14.95
Dunn Cabernet Sauvignon 2021,"('United States',)","('Napa Valley',)",4.4,5736,135.0
Alta Vista Classic Malbec 2022,"('Argentina',)","('Mendoza',)",3.5,5731,23.35
Cielo e Terra Prosecco Frizzante,"('Italy',)","('Prosecco',)",3.8,5722,16.99
Porto Cruz Tawny Port,"('Portugal',)","('Porto',)",3.7,5713,25.99
Louis Jadot Gevrey Chambertin 2023,"('France',)","('Gevrey-Chambertin',)",4.1,5711,96.81
Domaine Drouhin Lauréne Pinot Noir 2023,"('United States',)","('Dundee Hills',)",4.3,5710,80.49
Château Siaurac Lalande-de-Pomerol 2022,"('France',)","('Lalande-de-Pomerol',)",3.9,5692,32.19
Viña Cobos Bramare Rebon Vineyard Malbec 2020,"('Argentina',)","('La Consulta',)",4.5,5691,51.74
Joseph Drouhin Meursault 2023,"('France',)","('Meursault',)",4.2,5677,95.44
Apothic Rosé (Limited Release) 2024,"('United States',)","('California',)",3.4,5676,13.64
Broadside Margarita Vineyard Cabernet Sauvignon 2022,"('United States',)","('Paso Robles',)",3.9,5671,22.49
Broadside Margarita Vineyard Cabernet Sauvignon 2021,"('United States',)","('Paso Robles',)",3.9,5671,19.95
CHANDON Argentina Brut Rosé,"('Argentina',)","('Uco Valley',)",3.8,5667,26.97
Joseph Drouhin Puligny-Montrachet 2023,"('France',)","('Puligny-Montrachet',)",4.3,5664,133.25
Famille Perrin Côtes du Rhône Nature Rouge 2023,"('France',)","('Côtes-du-Rhône',)",3.6,5654,18.33
Louis Latour Château Corton Grancey Grand Cru 2022,"('France',)","('Corton Grand Cru',)",4.3,5649,199.99
Laetitia Estate Pinot Noir 2022,"('United States',)","('San Luis Obispo County',)",3.9,5648,44.95
Alamos Malbec 2023,"('Argentina',)","('Mendoza',)",3.8,5644,11.99
Kendall-Jackson Vintner's Reserve Special Select Chardonnay 2024,"('United States',)","('California',)",3.8,5643,16.99
Gato Negro Pinot Noir 2023,"('Chile',)","('Central Valley',)",3.2,5641,9.99
Gato Negro Pinot Noir 2024,"('Chile',)","('Central Valley',)",3.2,5641,8.48
Matías Riccitelli The Apple Doesn't Fall Far From The Tree Malbec 2024,"('Argentina',)","('Mendoza',)",3.9,5639,22.5
Tikal Natural Malbec - Syrah 2022,"('Argentina',)","('Mendoza',)",3.9,5638,23.95
Taittinger Comtes de Champagne Blanc de Blancs 2007,"('France',)","('Champagne',)",4.6,5616,184.0
Stella Rosa Moscato d'Asti Semi-Sweet,"('Italy',)","('Piemonte',)",4.2,5613,8.97
Argiolas Korem Isola dei Nuraghi 2022,"('Italy',)","('Isola dei Nuraghi',)",4.1,5597,59.99
Cycles Gladiator Pinot Noir 2023,"('United States',)","('Central Coast',)",3.6,5590,16.67
Fantinel Prosecco Extra Dry,"('Italy',)","('Prosecco',)",3.7,5590,20.95
Gosset Brut Grand Rosé Champagne,"('France',)","('Champagne',)",4.1,5590,80.49
Domaine du Castel Petit Castel 2024,"('Israel',)","('Jerusalem',)",4.2,5576,45.33
Tarlant Zero Brut Nature Champagne,"('France',)","('Champagne',)",4.1,5575,71.07
Whitehall Lane Cabernet Sauvignon 1986,"('United States',)","('Napa Valley',)",4.1,5570,104.99
Casa Lunardi Pinot Grigio 2024,"('Italy',)","('delle Venezie',)",3.8,5570,14.95
Whitehall Lane Cabernet Sauvignon 2021,"('United States',)","('Napa Valley',)",4.1,5570,44.9
Bodegas Faustino I Gran Reserva 2011,"('Spain',)","('Rioja Alavesa',)",4.0,5568,49.99
Lan Viña Lanciano Reserva 2020,"('Spain',)","('Rioja',)",4.0,5556,32.99
Zuccardi Malamado Malbec Port,"('Argentina',)","('Mendoza',)",3.8,5551,24.95
Danzante Pinot Grigio 2024,"('Italy',)","('delle Venezie',)",3.6,5545,18.33
Meiomi Pinot Noir 2022,"('United States',)","('California',)",3.8,5543,24.99
Pacific Rim Sweet Riesling 2023,"('United States',)","('Columbia Valley',)",4.1,5534,12.29
S.A. Prüm Essence Riesling 2024,"('Germany',)","('Mosel',)",3.9,5530,18.33
Château Saint-Sulpice Bordeaux 2023,"('France',)","('Bordeaux',)",3.7,5527,17.34
Château Lalande Saint-Julien 2023,"('France',)","('Saint-Julien',)",4.0,5524,49.49
Tommasi Valpolicella Ripasso (Classico Superiore) 2018,"('Italy',)","('Valpolicella Ripasso',)",4.0,5523,32.99
Excelsior Cabernet Sauvignon 2023,"('South Africa',)","('Breede River Valley',)",3.5,5521,13.99
Ilurce Rio Madre Graciano 2022,"('Spain',)","('Rioja',)",3.6,5521,12.29
Pyros Appellation Malbec 2015,"('Argentina',)","('Pedernal Valley',)",4.0,5511,23.84
Billecart-Salmon Brut Sous Bois Champagne,"('France',)","('Champagne',)",4.3,5509,94.99
Castillo Perelada Cava Brut Reserva,"('Spain',)","('Cava',)",3.5,5505,17.99
Louis Roederer Cristal Brut Champagne (Millésimé) 2008,"('France',)","('Champagne',)",4.7,5488,649.99
Cavit Lunetta Prosecco,"('Italy',)","('Prosecco',)",3.6,5485,12.99
Fattoria di Rodano Chianti Classico 2023,"('Italy',)","('Chianti Classico',)",3.9,5483,27.01
Duckhorn The Discussion 2021,"('United States',)","('Napa Valley',)",4.6,5474,180.36
Altos Ibéricos Crianza 2017,"('Spain',)","('Rioja',)",3.9,5462,20.83
Dow's 10 Years Old Tawny Port,"('Portugal',)","('Porto',)",4.0,5448,40.94
E. Guigal Côte-Rôtie La Mouline 2021,"('France',)","('Côte-Rôtie',)",4.6,5447,583.99
Rodney Strong Chardonnay 2023,"('United States',)","('Sonoma County',)",3.6,5445,13.64
Rodney Strong Chardonnay 2024,"('United States',)","('Sonoma County',)",3.6,5445,14.75
La Rioja Alta Rioja Gran Reserva 904 2015,"('Spain',)","('Rioja',)",4.5,5444,85.5
Bohigas Reserva Cava Brut,"('Spain',)","('Cava',)",3.8,5431,21.84
Kopke 10 Years Old Tawny Port,"('Portugal',)","('Porto',)",4.0,5428,34.99
Rivarose Brut Prestige Rosé,"('France',)","('Méditerranée',)",4.1,5424,19.99
Luca Bosio Truffle Hunter Leda Barbera d'Asti 2024,"('Italy',)","(""Barbera d'Asti"",)",3.7,5411,15.74
Pol Roger Rosé Brut Champagne 2019,"('France',)","('Champagne',)",4.2,5404,175.55
Jansz Premium Cuvée,"('Australia',)","('Tasmania',)",3.8,5399,27.38
Odd Lot Petite Sirah - Petit Verdot 2023,"('United States',)","('Monterey County',)",3.8,5389,15.99
Gaía Thalassitis White Dry 2024,"('Greece',)","('Santorini',)",3.9,5387,50.0
Rodney Strong Charlotte's Home Estate Sauvignon Blanc 2024,"('United States',)","('Sonoma County',)",3.6,5376,14.75
Ponzi Pinot Noir Tavola 2023,"('United States',)","('Willamette Valley',)",3.9,5373,19.99
SIMI Sonoma County Sauvignon Blanc 2024,"('United States',)","('Sonoma County',)",3.5,5372,26.32
Maso Canali Trentino Pinot Grigio 2024,"('Italy',)","('Trentino',)",3.9,5365,18.99
Maison de La Villette Chardonnay 2024,"('France',)","('Vin de France',)",3.9,5364,16.67
Campo Viejo Tempranillo 2021,"('Spain',)","('Rioja',)",3.7,5362,12.99
Napa Cellars Pinot Noir 2023,"('United States',)","('Napa Valley',)",3.9,5340,25.95
Val di Suga Rosso di Montalcino 2023,"('Italy',)","('Rosso di Montalcino',)",3.7,5335,27.49
Giacomo Fenocchio Barolo 2021,"('Italy',)","('Barolo',)",4.0,5333,64.57
Que Guapo Malbec Blend 2023,"('Argentina',)","('Mendoza',)",3.3,5332,14.99
Artezin Zinfandel 2020,"('United States',)","('Mendocino County',)",3.7,5329,19.97
Taittinger Nocturne Champagne (Sec),"('France',)","('Champagne',)",4.1,5325,84.99
Damilano Barbera d'Asti 2024,"('Italy',)","(""Barbera d'Asti"",)",3.9,5319,27.49
Contadi Castaldi Franciacorta Rosé,"('Italy',)","('Franciacorta',)",3.8,5306,32.99
Dr. Bürklin-Wolf Wachenheimer Riesling 2024,"('Germany',)","('Pfalz',)",3.8,5302,33.76
Château Haut-Bailly Haut-Bailly II (La Parde Haut-Bailly) 2022,"('France',)","('Pessac-Léognan',)",3.9,5287,50.59
Freixenet Ice Cuvée Especial,"('Spain',)","('Cava',)",3.8,5286,16.99
Masi Campolongo di Torbe Amarone della Valpolicella Classico 2016,"('Italy',)","('Amarone della Valpolicella Classico',)",4.5,5285,183.99
Leclerc Briant Réserve Brut Champagne,"('France',)","('Champagne',)",4.0,5283,68.95
Santa Carolina Reserva de Familia Carmenère 2021,"('Chile',)","('Rapel Valley',)",3.9,5282,33.33
Domaine de l'Arlot Nuits-Saint-Georges Premier Cru Clos des Forets Saint-Georges 2023,"('France',)","('Nuits-Saint-Georges Premier Cru',)",4.2,5275,173.25
Erath Pinot Noir Estate Selection 2021,"('United States',)","('Willamette Valley',)",3.7,5268,33.99
Domaine Saint Préfert Châteauneuf-du-Pape 2023,"('France',)","('Châteauneuf-du-Pape',)",4.2,5261,107.95
St. Michael-Eppan Sanct Valentin Pinot Grigio 2024,"('Italy',)","('Südtirol - Alto Adige',)",4.2,5258,49.99
Laurent Miquel Père et Fils Chardonnay - Viognier 2024,"('France',)","('Languedoc-Roussillon',)",3.6,5242,16.67
Cavicchioli Lambrusco dell'Emilia Dolce Rosso,"('Italy',)","('Emilia',)",3.9,5231,11.06
Charles Heidsieck Rosé Réserve,"('France',)","('Champagne',)",4.2,5228,79.75
Torresella Prosecco Extra Dry,"('Italy',)","('Prosecco',)",3.9,5222,17.92
Nicolas Feuillatte Brut Champagne,"('France',)","(""Champagne Grand Cru 'Chouilly'"",)",3.8,5219,49.95
Castle Rock California Cuvée Pinot Noir 2024,"('United States',)","('California',)",3.4,5216,13.95
